vehicle_id,manufacturer,vehicle_type,engine_cc,horsepower,fuel_type,transmission,mileage_kmpl,vehicle_age_years,annual_maintenance_cost,resale_price
1114,Toyota,Sedan,1776,85,Electric,Manual,33.51,11,558.63,20819.32
1115,Tesla,Sedan,1534,440,Petrol,Automatic,20.16,0,2379.46,80528.74
1116,Mercedes,SUV,3268,277,Petrol,Manual,28.23,13,1488.41,52103.66
1117,BMW,Hatchback,3340,405,Petrol,Automatic,25.44,5,894.72,80169.84
1118,Honda,SUV,1432,437,Petrol,Automatic,20.77,9,3395.92,67184.05
1119,Tesla,Electric,1792,69,Electric,Manual,9.34,4,1362.73,34067.25
1120,Toyota,Sedan,3258,76,Electric,Automatic,28.03,13,389.06,27433.75
1121,Toyota,Truck,972,304,Diesel,Automatic,17.81,1,2266.57,58214.63
1122,Tesla,Sedan,803,265,Diesel,Automatic,14.06,0,1759.04,53340.85
1123,Hyundai,Truck,3701,317,Diesel,Automatic,33.6,12,1797.44,55807.56
1124,Honda,Electric,2463,171,Hybrid,Automatic,28.88,5,2392.77,44531.74
1125,Hyundai,Electric,3833,264,Diesel,Manual,33.98,10,3443.9,54813.18
1126,BMW,Sedan,2815,86,Electric,Automatic,14.92,1,3197.45,33146.95
1127,Toyota,Truck,2295,130,Hybrid,Manual,30.57,8,4705.13,27751.36
1128,Toyota,Electric,3981,235,Electric,Manual,24.41,8,2733.27,52004.01
1129,Mercedes,SUV,1860,261,Hybrid,Manual,34.5,0,2521.08,60385.99
1130,BMW,SUV,3430,307,Diesel,Manual,33.55,14,1303.05,55196.21
1131,Toyota,Truck,1854,177,Diesel,Manual,34.27,4,3850.29,39293.85
1132,BMW,Sedan,1180,68,Diesel,Manual,33.7,7,961.65,20078.46
1133,Honda,Electric,2091,145,Hybrid,Manual,8.21,3,2608.32,44437.39
1134,Ford,Sedan,3882,82,Electric,Manual,28.01,2,2280.21,34726.87
1135,Toyota,SUV,3191,299,Petrol,Automatic,15.34,4,3394.01,64131.02
1136,Mercedes,Electric,2392,132,Electric,Manual,27.04,4,4612.82,41123.13
1137,Honda,Sedan,965,86,Diesel,Automatic,34.48,7,4749.0,31818.98
1138,Tesla,Hatchback,3547,408,Hybrid,Manual,9.06,5,1088.66,73213.55
1139,BMW,Truck,3189,140,Hybrid,Manual,23.31,14,1530.54,36584.92
1140,Tesla,Truck,1842,143,Diesel,Automatic,27.84,1,4114.69,45985.62
1141,Hyundai,Hatchback,2451,258,Hybrid,Manual,14.84,10,2735.91,45301.62
1142,Honda,SUV,3827,102,Diesel,Automatic,14.08,0,2429.26,44120.19
1143,Tesla,Electric,2007,322,Electric,Manual,9.63,12,3639.94,53739.84
1144,Toyota,Truck,1344,151,Hybrid,Automatic,10.54,2,3129.05,37160.66
1145,BMW,Hatchback,3881,398,Petrol,Automatic,25.73,1,4862.36,79295.93
1146,Ford,Hatchback,3039,143,Hybrid,Manual,21.64,3,3044.68,40070.03
1147,Honda,SUV,3167,359,Diesel,Manual,8.81,2,2490.08,71927.49
1148,Toyota,SUV,3427,482,Petrol,Manual,34.18,14,2851.24,82042.28
1149,Mercedes,Sedan,3322,355,Diesel,Manual,25.71,14,4100.14,59353.3
1150,Hyundai,Truck,3484,194,Hybrid,Automatic,21.92,8,3179.57,46247.33
1151,BMW,Sedan,3274,340,Petrol,Automatic,15.36,14,3341.13,62271.52
1152,Honda,Hatchback,3930,118,Petrol,Automatic,25.77,4,4865.76,46128.46
1153,Honda,Electric,896,456,Hybrid,Automatic,17.83,3,3206.46,72855.06
1154,Ford,Electric,3343,418,Petrol,Automatic,26.97,9,2087.34,74153.65
1155,Ford,SUV,3508,401,Electric,Automatic,26.43,8,3549.23,62586.11
1156,Mercedes,Electric,2101,300,Petrol,Automatic,10.5,3,3399.46,56590.65
1157,Hyundai,Electric,2856,427,Petrol,Manual,32.55,5,365.08,78517.64
1158,Mercedes,Electric,1256,401,Electric,Manual,21.15,13,2496.45,58657.33
1159,Toyota,Hatchback,2618,157,Diesel,Manual,18.61,9,3791.65,37993.0
1160,Toyota,Electric,1072,121,Diesel,Manual,33.8,0,2645.49,34963.04
1161,Mercedes,Electric,3787,323,Electric,Manual,19.83,14,3964.22,54266.82
1162,Hyundai,Electric,1831,172,Petrol,Manual,27.47,12,2419.15,27844.46
1163,Mercedes,Sedan,1007,488,Hybrid,Manual,25.69,1,4921.61,79591.55
1164,Hyundai,Hatchback,2737,205,Electric,Manual,12.46,14,1676.59,41607.83
1165,Hyundai,SUV,2460,275,Hybrid,Automatic,34.76,3,732.98,58420.55
1166,Tesla,Sedan,1946,315,Diesel,Manual,20.52,8,2321.06,53941.95
1167,BMW,Truck,1856,375,Electric,Manual,18.66,5,2846.03,61781.02
1168,Hyundai,Hatchback,2336,375,Hybrid,Manual,32.83,5,1940.74,66386.37
1169,Ford,Hatchback,1003,421,Petrol,Automatic,22.29,10,1438.72,60542.09
1170,Hyundai,Truck,3365,317,Electric,Manual,27.04,8,3458.68,58632.29
1171,Hyundai,Truck,2632,253,Hybrid,Automatic,30.85,11,2072.49,48743.32
1172,Hyundai,Truck,3364,406,Electric,Automatic,14.36,3,3267.43,73497.48
1173,Tesla,SUV,1242,73,Electric,Manual,12.58,2,3961.64,34544.94
1174,Tesla,Electric,1488,363,Diesel,Automatic,9.85,6,3876.71,59486.55
1175,Toyota,Hatchback,3697,162,Diesel,Manual,32.22,11,2063.95,38816.66
1176,Tesla,Electric,1632,304,Petrol,Manual,13.41,14,2969.12,51325.19
1177,Ford,Electric,3186,304,Diesel,Manual,16.31,6,2413.39,62709.27
1178,Ford,Truck,2261,371,Diesel,Automatic,15.72,8,4392.78,65652.86
1179,Tesla,SUV,1959,327,Diesel,Manual,16.22,14,4430.16,50602.86
1180,Mercedes,Sedan,1186,283,Hybrid,Manual,26.04,5,1915.59,54770.38
1181,BMW,SUV,2841,279,Electric,Manual,33.76,1,731.17,63479.19
1182,Tesla,Electric,3896,370,Diesel,Automatic,16.9,5,1087.64,72913.07
1183,Hyundai,SUV,3353,471,Hybrid,Automatic,19.01,14,2024.91,73881.91
1184,Honda,Truck,2148,425,Electric,Automatic,28.82,7,2951.97,72875.28
1185,BMW,Sedan,2518,276,Diesel,Automatic,19.67,5,3386.9,55946.68
1186,BMW,Truck,1479,63,Diesel,Manual,33.0,8,1857.44,26008.78
1187,Ford,Sedan,1489,95,Electric,Manual,21.59,14,3437.25,23490.84
1188,BMW,Electric,3732,237,Hybrid,Automatic,17.39,3,4707.38,52403.93
1189,Tesla,Sedan,3966,446,Hybrid,Manual,34.23,2,3364.47,81866.82
1190,Hyundai,Sedan,2368,316,Petrol,Automatic,19.5,10,1045.26,62265.38
1191,Hyundai,Sedan,3470,76,Electric,Manual,14.24,4,3024.44,30117.79
1192,Toyota,SUV,1969,258,Petrol,Manual,12.8,2,2846.91,59723.71
1193,Hyundai,SUV,1692,377,Hybrid,Automatic,34.87,10,4392.29,63192.59
1194,Hyundai,Electric,1752,107,Diesel,Automatic,28.33,11,1946.42,28298.67
1195,Ford,Sedan,2054,121,Petrol,Manual,19.03,1,2287.84,34740.76
1196,Hyundai,Hatchback,1583,128,Hybrid,Automatic,30.31,1,3113.7,39205.55
1197,Toyota,Electric,2846,206,Hybrid,Manual,22.76,3,2764.8,48319.03
1198,Honda,Sedan,2671,418,Diesel,Manual,16.57,2,3679.38,79939.94
1199,Tesla,Sedan,1294,425,Electric,Manual,28.07,8,489.83,65681.9
1200,Ford,SUV,3909,221,Hybrid,Manual,28.14,13,2948.53,45719.52
1201,Honda,Electric,1546,286,Petrol,Automatic,21.5,6,871.86,54296.54
1202,Ford,Sedan,3284,492,Diesel,Manual,9.22,5,1781.48,82458.42
1203,Mercedes,Sedan,2654,490,Electric,Manual,10.08,9,3409.65,81537.77
1204,BMW,Electric,3192,406,Electric,Manual,29.3,11,1039.85,67508.33
1205,Mercedes,Hatchback,3397,289,Electric,Automatic,30.23,7,1751.56,52928.48
1206,Hyundai,Electric,3667,429,Hybrid,Manual,26.31,8,3604.13,75733.3
1207,Honda,Electric,3388,237,Electric,Automatic,30.65,2,3358.78,59226.12
1208,Hyundai,Hatchback,2991,404,Hybrid,Automatic,27.43,11,727.89,71867.09
1209,BMW,Electric,3435,469,Diesel,Automatic,32.22,9,3013.16,80143.01
1210,Ford,Sedan,1456,115,Diesel,Automatic,12.06,6,992.1,36227.4
1211,BMW,Electric,2682,137,Electric,Automatic,18.47,8,1485.68,38758.12
1212,Toyota,Hatchback,3192,329,Diesel,Automatic,20.53,0,2458.29,66177.75
1213,BMW,Truck,3543,265,Petrol,Automatic,16.04,9,813.93,51985.3
1214,Toyota,Electric,2596,340,Petrol,Manual,27.58,8,4970.14,54491.71
1215,BMW,SUV,1067,287,Hybrid,Manual,32.64,13,1077.24,45290.44
1216,Tesla,Sedan,3016,447,Electric,Automatic,19.14,6,3972.17,79246.46
1217,Toyota,Sedan,2562,298,Hybrid,Automatic,33.42,9,4200.24,50612.55
1218,Honda,SUV,2880,347,Diesel,Automatic,21.95,13,4973.98,62461.92
1219,Hyundai,SUV,1176,141,Electric,Manual,22.11,3,2314.67,37439.62
1220,Hyundai,Electric,2385,393,Hybrid,Automatic,24.21,12,4408.24,60825.86
1221,Mercedes,SUV,2263,309,Electric,Manual,15.24,14,4800.44,46520.2
1222,Hyundai,Truck,3240,252,Electric,Manual,18.35,10,1112.6,55943.16
1223,Ford,Hatchback,1288,165,Hybrid,Automatic,22.94,11,2553.35,37310.29
1224,Tesla,SUV,1521,248,Electric,Manual,33.43,5,582.05,48612.78
1225,BMW,SUV,1745,335,Diesel,Automatic,25.35,10,3217.4,59222.03
1226,Mercedes,Truck,3900,133,Petrol,Automatic,16.99,10,3032.61,38031.33
1227,Ford,Sedan,2886,69,Petrol,Automatic,8.28,5,1259.39,30624.7
1228,Ford,Sedan,2435,182,Electric,Manual,34.5,5,4050.14,42685.26
1229,Toyota,Electric,1840,275,Petrol,Automatic,21.31,14,475.16,45223.57
1230,Hyundai,Truck,3927,349,Electric,Manual,33.34,1,4089.27,71565.33
1231,Honda,Hatchback,3073,470,Hybrid,Automatic,22.83,4,425.23,82203.4
1232,Honda,Hatchback,2914,99,Diesel,Automatic,24.35,6,3387.1,40047.04
1233,Mercedes,Truck,2477,252,Petrol,Automatic,27.22,5,670.22,60006.01
1234,Tesla,Hatchback,3682,186,Hybrid,Automatic,16.67,2,1480.76,47958.31
1235,Honda,Sedan,3894,348,Diesel,Automatic,26.87,10,3692.99,65820.38
1236,BMW,Hatchback,1798,130,Petrol,Manual,22.22,11,1617.9,31722.89
1237,Honda,Hatchback,2577,196,Petrol,Automatic,26.16,4,2702.52,49242.4
1238,Mercedes,Truck,3084,203,Diesel,Automatic,30.57,12,4601.67,41461.46
1239,Honda,Truck,1756,448,Hybrid,Automatic,12.97,7,533.28,74360.32
1240,BMW,Hatchback,3766,413,Hybrid,Manual,24.57,10,4112.08,67718.95
1241,Toyota,SUV,2389,439,Petrol,Automatic,9.41,4,606.78,86393.73
1242,Tesla,Truck,1961,466,Diesel,Automatic,10.76,11,895.94,72774.83
1243,Mercedes,Electric,3320,358,Hybrid,Automatic,26.21,9,860.8,67010.09
1244,Toyota,Electric,2668,429,Diesel,Automatic,9.92,2,4972.28,74329.23
1245,Toyota,Sedan,1352,404,Diesel,Manual,24.07,8,1146.88,63250.56
1246,Toyota,Hatchback,2433,494,Petrol,Automatic,13.94,10,4514.78,73173.25
1247,Ford,SUV,1494,328,Diesel,Manual,16.21,2,4957.38,66410.86
1248,Tesla,Sedan,1116,443,Diesel,Manual,11.5,1,2103.79,72278.91
1249,Hyundai,Hatchback,3445,467,Electric,Manual,14.71,5,3265.93,81308.47
1250,Tesla,Truck,1567,198,Diesel,Manual,30.17,7,3961.73,41727.68
1251,Ford,Electric,3733,111,Hybrid,Automatic,25.25,5,2145.43,41438.61
1252,Hyundai,SUV,3408,76,Petrol,Automatic,33.64,0,1060.53,35466.74
1253,Tesla,Electric,2771,224,Petrol,Manual,9.32,7,2338.68,51471.84
1254,Toyota,Truck,3105,72,Diesel,Manual,29.4,0,3927.87,41689.94
1255,Mercedes,Hatchback,2303,249,Diesel,Manual,26.88,8,3969.58,47608.85
1256,Hyundai,Truck,3604,399,Hybrid,Automatic,15.04,7,1383.53,72282.23
1257,BMW,Truck,922,412,Electric,Manual,27.69,5,1122.34,69585.64
1258,BMW,Electric,3189,421,Petrol,Manual,27.35,14,4626.64,68253.72
1259,Honda,SUV,2668,411,Electric,Manual,20.4,1,506.8,73424.84
1260,Hyundai,Truck,2471,323,Hybrid,Manual,26.59,12,3753.27,57476.79
1261,Mercedes,Electric,1882,371,Petrol,Manual,20.0,8,518.18,67504.08
1262,Ford,SUV,2528,280,Hybrid,Automatic,17.06,7,4238.13,59412.66
1263,Toyota,Hatchback,3107,163,Diesel,Manual,20.6,12,4555.45,39806.82
1264,Honda,Hatchback,2796,398,Hybrid,Automatic,32.17,3,1697.87,75745.92
1265,BMW,Sedan,2942,257,Diesel,Automatic,18.38,1,647.5,57598.44
1266,Ford,Electric,1948,359,Electric,Automatic,18.9,12,2559.22,55372.29
1267,Ford,SUV,2888,418,Petrol,Automatic,24.43,13,1702.78,66917.88
1268,Toyota,Truck,2714,427,Petrol,Automatic,28.33,14,2260.54,73575.31
1269,Hyundai,Hatchback,1053,228,Electric,Manual,27.83,5,3425.43,44426.01
1270,BMW,SUV,806,208,Diesel,Automatic,8.53,0,1286.18,48681.24
1271,Mercedes,Electric,3575,308,Petrol,Automatic,26.56,6,1977.67,63418.29
1272,Ford,Sedan,2916,315,Hybrid,Manual,20.16,0,3978.04,65425.04
1273,Toyota,Hatchback,3952,101,Diesel,Automatic,22.15,14,3325.68,35826.88
1274,Mercedes,SUV,1341,261,Petrol,Manual,23.16,12,1833.49,49309.43
1275,Hyundai,SUV,888,303,Hybrid,Manual,27.76,5,3422.22,62525.17
1276,BMW,SUV,2738,216,Hybrid,Manual,30.45,4,3896.97,48138.78
1277,Hyundai,Electric,1012,460,Petrol,Manual,25.45,11,3084.68,69557.29
1278,Ford,Electric,3681,345,Electric,Manual,23.23,9,1425.64,64608.68
1279,Mercedes,Electric,1065,341,Electric,Automatic,18.09,13,301.15,50355.76
1280,Mercedes,Truck,3759,496,Petrol,Manual,11.72,2,4073.39,86998.44
1281,Mercedes,SUV,3140,440,Hybrid,Manual,33.88,5,4166.38,78220.48
1282,Ford,Hatchback,2030,297,Electric,Automatic,20.47,3,3578.74,57629.22
1283,Ford,Electric,3180,78,Electric,Automatic,23.29,13,659.93,24261.03
1284,Hyundai,Electric,3948,112,Electric,Automatic,28.28,11,3050.54,35754.75
1285,Honda,SUV,1804,144,Diesel,Automatic,9.85,5,4158.8,34873.17
1286,Hyundai,Electric,2894,332,Electric,Manual,31.09,3,2131.44,64422.93
1287,BMW,Truck,1421,489,Petrol,Automatic,29.52,14,1230.6,71428.28
1288,Toyota,Truck,1226,419,Petrol,Manual,28.91,0,3061.85,73552.72
1289,Mercedes,Electric,1009,272,Diesel,Automatic,8.59,4,4183.64,51294.74
1290,Honda,SUV,1687,496,Diesel,Automatic,22.22,7,529.69,83707.57
1291,Toyota,SUV,2243,420,Petrol,Automatic,9.47,5,3105.67,76836.87
1292,Honda,SUV,953,163,Diesel,Automatic,22.87,9,3322.92,34566.37
1293,Tesla,Sedan,1214,251,Electric,Automatic,27.4,8,3131.13,43519.05
1294,Hyundai,Electric,1980,488,Hybrid,Manual,11.29,3,3355.16,84232.28
1295,Ford,SUV,2084,236,Hybrid,Manual,26.76,9,3267.46,54050.54
1296,Mercedes,Truck,3948,206,Hybrid,Manual,20.14,8,912.9,53458.98
1297,Hyundai,Hatchback,1568,439,Petrol,Automatic,29.91,7,1404.2,67183.64
1298,Toyota,Hatchback,1782,140,Diesel,Manual,22.41,2,3209.27,39753.08
1299,Tesla,SUV,2311,252,Hybrid,Automatic,17.08,13,383.16,43274.05
1300,Tesla,Hatchback,1378,96,Electric,Automatic,16.96,5,3283.3,28375.78
1301,Tesla,Hatchback,3587,436,Electric,Manual,32.23,3,3427.32,83786.13
1302,Toyota,Sedan,3010,385,Electric,Manual,20.23,0,1424.12,78571.9
1303,Toyota,Truck,1838,213,Diesel,Automatic,18.96,8,3111.22,49200.33
1304,Toyota,Truck,3042,189,Hybrid,Automatic,9.08,3,2810.22,51141.05
1305,Toyota,Sedan,1341,118,Electric,Manual,17.84,10,1525.25,29048.66
1306,Tesla,Sedan,1158,283,Diesel,Automatic,30.94,13,2475.98,46297.68
1307,Tesla,Hatchback,1649,308,Electric,Manual,28.55,4,4575.24,55590.26
1308,Honda,Electric,1226,299,Hybrid,Manual,13.96,2,2305.03,61868.3
1309,Hyundai,Hatchback,3344,433,Hybrid,Automatic,19.15,3,3260.27,77068.38
1310,Mercedes,Sedan,3675,448,Hybrid,Automatic,13.31,12,466.15,72759.18
1311,Ford,Truck,1285,352,Hybrid,Automatic,33.76,8,665.66,57983.92
1312,Tesla,Hatchback,2631,346,Hybrid,Automatic,24.15,14,682.15,47600.03
1313,Ford,Electric,2272,263,Electric,Manual,28.37,6,3957.73,55578.69
1314,Hyundai,Hatchback,2236,158,Hybrid,Automatic,27.27,7,1946.21,36524.79
1315,Hyundai,SUV,1129,409,Electric,Manual,31.59,2,1369.77,72735.47
1316,Ford,Hatchback,2555,235,Hybrid,Manual,33.63,14,3812.43,41919.32
1317,Tesla,Sedan,3736,321,Electric,Automatic,8.88,2,1098.81,66555.74
1318,Ford,Truck,3838,330,Hybrid,Manual,34.33,14,1458.51,55182.29
1319,Honda,Truck,1970,202,Electric,Automatic,31.5,13,2325.38,42615.32
1320,BMW,Sedan,1058,248,Hybrid,Automatic,18.34,6,1857.76,52367.71
1321,Tesla,SUV,3139,331,Diesel,Manual,30.6,7,3051.34,65836.67
1322,Tesla,Sedan,942,79,Electric,Manual,27.89,13,1887.85,21401.33
1323,Mercedes,Hatchback,2816,392,Diesel,Manual,29.41,4,2146.87,72295.16
1324,Toyota,Sedan,3594,359,Electric,Automatic,13.96,0,4355.57,77121.78
1325,BMW,Sedan,1426,485,Electric,Automatic,25.51,2,4457.3,80300.93
1326,Hyundai,SUV,2188,105,Electric,Manual,8.7,4,4190.24,39516.96
1327,Tesla,Hatchback,889,154,Petrol,Automatic,30.9,2,4364.71,36459.11
1328,Ford,Electric,1519,477,Hybrid,Automatic,33.68,14,2977.72,72141.75
1329,BMW,Electric,1280,123,Diesel,Manual,25.88,13,3337.3,30755.28
1330,Mercedes,Truck,2931,472,Diesel,Automatic,21.84,0,2918.71,82138.66
1331,Hyundai,Sedan,1900,190,Electric,Manual,27.59,6,3992.26,40582.91
1332,Toyota,Truck,1472,68,Diesel,Manual,16.81,0,2889.7,32442.59
1333,Toyota,SUV,1316,262,Diesel,Manual,24.91,9,822.06,48557.37
1334,Mercedes,Electric,3332,468,Diesel,Automatic,27.41,12,4105.03,73503.22
1335,Mercedes,Sedan,2413,357,Diesel,Manual,11.85,5,3874.75,65855.59
1336,Ford,SUV,1581,233,Petrol,Manual,11.78,5,4155.41,42004.36
1337,Tesla,SUV,2951,132,Electric,Manual,27.34,13,1195.02,35287.98
1338,Toyota,Sedan,2835,143,Diesel,Manual,19.66,6,1576.6,42701.11
1339,Hyundai,SUV,3186,118,Petrol,Automatic,32.01,11,1690.03,38381.0
1340,BMW,Sedan,1486,80,Petrol,Manual,16.42,10,2687.98,26779.32
1341,Hyundai,Sedan,2389,465,Electric,Automatic,9.15,0,929.22,81856.79
1342,Honda,Hatchback,1699,216,Hybrid,Manual,25.55,10,2111.29,38974.02
1343,Honda,Truck,2301,378,Hybrid,Automatic,26.47,2,1156.14,68023.58
1344,Mercedes,SUV,3454,388,Hybrid,Automatic,22.95,11,1544.38,66755.54
1345,Ford,SUV,1022,120,Diesel,Automatic,26.45,8,3620.02,27725.49
1346,Honda,Hatchback,3880,123,Electric,Automatic,22.14,1,4317.61,43194.73
1347,Toyota,Hatchback,1876,384,Hybrid,Manual,26.7,13,407.66,59894.68
1348,Hyundai,Hatchback,1900,227,Diesel,Manual,9.19,4,2959.72,44505.19
1349,Hyundai,Electric,2541,262,Electric,Automatic,17.95,2,469.48,54290.71
1350,Mercedes,Electric,1302,188,Diesel,Automatic,13.69,11,700.67,37221.3
1351,Tesla,Electric,2139,304,Hybrid,Automatic,10.68,11,3613.89,53796.5
1352,Tesla,Sedan,3669,165,Hybrid,Manual,14.32,12,3757.36,42601.65
1353,BMW,SUV,1423,380,Petrol,Automatic,13.17,4,4125.71,66733.85
1354,Mercedes,Truck,2686,181,Petrol,Automatic,34.27,6,2528.94,44470.77
1355,BMW,Sedan,3012,377,Electric,Manual,15.74,0,4341.1,76187.09
1356,Tesla,SUV,1850,241,Diesel,Manual,14.24,2,1084.14,53240.91
1357,Mercedes,SUV,1893,162,Diesel,Manual,30.54,10,1473.67,33202.68
1358,Mercedes,Hatchback,2785,375,Hybrid,Manual,19.32,12,932.16,60156.33
1359,Mercedes,Hatchback,2188,361,Hybrid,Manual,19.38,5,4048.43,70413.73
1360,Tesla,Sedan,2129,320,Electric,Manual,19.98,6,1374.77,69037.95
1361,BMW,Hatchback,1947,172,Petrol,Automatic,19.25,9,1030.9,40589.3
1362,BMW,SUV,818,465,Hybrid,Automatic,16.82,2,3228.62,73428.76
1363,Mercedes,Hatchback,2080,496,Diesel,Manual,15.73,3,662.29,88756.9
1364,Honda,Electric,1845,129,Hybrid,Automatic,31.81,5,511.03,35224.29
1365,Ford,Hatchback,1788,219,Petrol,Manual,12.37,4,801.57,49318.72
1366,Tesla,SUV,3297,299,Diesel,Automatic,12.89,10,301.13,56709.79
1367,Ford,Sedan,3399,70,Petrol,Manual,23.44,8,3575.85,31954.94
1368,Ford,Truck,2373,197,Electric,Manual,17.28,12,2942.51,38638.15
1369,BMW,Hatchback,1871,226,Electric,Automatic,19.38,11,1286.41,46726.65
1370,BMW,SUV,3542,306,Petrol,Automatic,29.78,0,1395.12,66792.65
1371,Honda,Truck,3434,413,Diesel,Manual,32.4,14,4111.55,69100.09
1372,Ford,Truck,3568,90,Petrol,Manual,29.34,12,2658.55,32477.23
1373,Ford,Electric,2006,71,Hybrid,Manual,14.34,4,3583.08,30606.71
1374,Mercedes,Truck,2258,302,Hybrid,Manual,34.46,10,2427.95,49499.86
1375,BMW,SUV,2954,167,Petrol,Manual,17.81,0,1417.27,46419.75
1376,Ford,SUV,2011,395,Hybrid,Manual,12.56,7,4860.89,69268.92
1377,Hyundai,Hatchback,1575,481,Petrol,Automatic,21.49,6,2958.54,77967.25
1378,Honda,Hatchback,3957,382,Hybrid,Automatic,27.58,4,915.61,71665.91
1379,Hyundai,Hatchback,2659,253,Petrol,Automatic,10.25,5,2208.62,53968.11
1380,Hyundai,Truck,2666,367,Hybrid,Automatic,25.13,3,1847.89,69966.96
1381,Tesla,Truck,1960,192,Diesel,Automatic,31.17,8,1306.21,43468.29
1382,Tesla,Electric,2681,454,Diesel,Manual,15.07,13,4687.17,76283.8
1383,Honda,Hatchback,3745,340,Hybrid,Manual,26.71,2,4440.32,63386.38
1384,Hyundai,Sedan,3183,350,Petrol,Automatic,18.8,1,1235.99,74281.09
1385,Ford,Electric,3454,222,Hybrid,Manual,19.18,6,1955.1,52253.56
1386,BMW,Sedan,3685,337,Electric,Automatic,15.58,12,3882.88,57604.2
1387,Honda,Truck,2580,480,Electric,Automatic,24.86,1,1279.98,84934.66
1388,Mercedes,Electric,1401,498,Petrol,Manual,17.75,12,3080.35,77502.24
1389,Hyundai,Electric,2394,262,Hybrid,Manual,30.43,5,3589.03,59359.09
1390,Honda,SUV,3250,155,Hybrid,Automatic,34.0,10,3373.67,36286.52
1391,Toyota,Truck,1339,282,Diesel,Automatic,33.25,7,3620.12,49011.2
1392,Toyota,Truck,1895,296,Petrol,Automatic,12.4,2,3621.49,55526.01
1393,Tesla,Electric,2605,176,Electric,Automatic,8.38,2,4834.59,47834.06
1394,BMW,Truck,823,251,Electric,Manual,19.84,2,1928.54,51636.06
1395,Ford,Electric,1423,335,Petrol,Automatic,27.68,0,4429.37,67431.48
1396,BMW,SUV,2635,165,Electric,Manual,34.39,8,402.49,41828.94
1397,BMW,Electric,1879,63,Petrol,Automatic,29.15,4,1654.55,32277.49
1398,BMW,Truck,1785,77,Electric,Automatic,23.67,8,528.68,23234.16
1399,BMW,Truck,1022,366,Electric,Manual,8.71,4,3360.66,68644.3
1400,Mercedes,Electric,978,79,Petrol,Manual,30.29,6,773.71,30905.7
1401,Mercedes,Electric,3647,181,Petrol,Manual,12.78,0,4274.82,51073.41
1402,Tesla,Electric,3281,196,Electric,Manual,9.5,8,3338.98,43801.33
1403,Honda,Hatchback,2760,139,Electric,Manual,30.96,0,435.43,47198.68
1404,Toyota,Truck,2273,213,Diesel,Automatic,23.29,14,3659.45,35094.13
1405,BMW,Truck,1592,417,Hybrid,Automatic,11.47,3,4351.56,69910.38
1406,Tesla,Hatchback,1683,84,Petrol,Automatic,18.44,6,3407.27,26645.72
1407,Honda,Electric,3339,228,Petrol,Manual,10.31,10,443.46,48086.51
1408,Toyota,SUV,2012,118,Hybrid,Manual,25.23,14,4332.22,26264.09
1409,Hyundai,Electric,2401,360,Diesel,Manual,15.63,11,3742.58,58146.75
1410,Ford,Electric,1609,100,Electric,Automatic,31.38,8,2078.72,26976.0
1411,Mercedes,Hatchback,1760,97,Electric,Manual,17.66,0,1844.56,35002.84
1412,Hyundai,Truck,1219,176,Diesel,Automatic,21.36,11,2555.15,31306.7
1413,Toyota,Electric,3496,334,Diesel,Automatic,9.72,13,4375.38,60496.02
1414,Hyundai,Truck,1987,329,Hybrid,Automatic,15.44,12,1484.68,58019.47
1415,Ford,Sedan,2078,186,Hybrid,Manual,26.27,10,774.53,40758.61
1416,Tesla,Truck,3323,464,Electric,Automatic,27.88,14,4363.79,77197.42
1417,Toyota,SUV,2240,458,Diesel,Automatic,14.56,12,423.56,68358.32
1418,Hyundai,SUV,3017,62,Diesel,Automatic,21.6,5,4581.69,29745.02
1419,Mercedes,Electric,2140,352,Electric,Manual,30.07,10,1737.0,60986.81
1420,Mercedes,Truck,3021,432,Electric,Automatic,18.26,9,2688.65,74519.71
1421,Honda,Electric,3317,489,Electric,Manual,11.61,10,921.79,79676.88
1422,Hyundai,Hatchback,3192,75,Electric,Manual,19.66,14,4540.6,25901.54
1423,BMW,SUV,3292,457,Electric,Automatic,24.22,4,3824.23,77917.59
1424,Hyundai,Electric,1841,324,Hybrid,Automatic,8.2,2,4643.53,54621.43
1425,Tesla,Hatchback,1893,298,Electric,Manual,17.41,9,3511.18,55011.76
1426,Toyota,Electric,2161,322,Diesel,Automatic,24.4,1,1168.06,67168.47
1427,Toyota,Truck,3475,457,Petrol,Manual,33.7,0,1748.85,83956.59
1428,Tesla,Truck,1391,193,Hybrid,Manual,19.03,14,2588.19,33076.64
1429,Hyundai,Truck,1326,272,Diesel,Manual,12.4,1,3154.11,53741.67
1430,Tesla,Truck,3303,74,Petrol,Automatic,22.42,11,4654.36,27763.44
1431,Ford,Sedan,2092,495,Hybrid,Manual,15.72,12,2104.57,77894.72
1432,Tesla,Hatchback,2454,387,Electric,Manual,13.8,3,3604.44,68297.78
1433,Mercedes,Hatchback,1610,477,Hybrid,Automatic,23.94,5,4816.74,79506.41
1434,Tesla,Truck,987,419,Electric,Automatic,32.73,11,1016.16,61847.82
1435,Toyota,Sedan,3868,188,Electric,Manual,30.55,4,4354.74,44581.94
1436,Mercedes,Truck,2392,411,Electric,Manual,12.92,13,2277.32,63766.14
1437,Toyota,Sedan,3558,181,Petrol,Manual,28.68,3,3742.38,54612.27
1438,Honda,Truck,1328,300,Hybrid,Automatic,14.21,7,1679.63,51627.87
